Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
No,30,Healthcare,0,2,Cat_6,C,0,1,0,1
Yes,29,Healthcare,5,2,Cat_6,D,1,0,0,1
Yes,58,Artist,9,1,Cat_6,B,1,1,0,1
Yes,71,Artist,1,5,Cat_6,C,1,0,0,1
Yes,53,Executive,1,5,Cat_6,A,1,0,0,1
NA,31,Healthcare,1,3,Cat_6,C,1,0,0,1
Yes,36,Doctor,8,4,Cat_3,C,1,1,0,0
No,33,Engineer,0,4,Cat_1,D,1,0,0,1
No,32,Engineer,0,3,Cat_4,B,1,1,0,1
Yes,41,Engineer,NA,5,Cat_6,C,1,1,0,0
No,49,Entertainment,0,1,Cat_3,D,0,1,0,1
Yes,84,Lawyer,1,2,Cat_6,B,1,0,1,0
Yes,30,Healthcare,0,4,Cat_6,A,1,1,0,1
No,26,Healthcare,1,4,Cat_3,A,1,0,0,1
Yes,41,Artist,5,3,Cat_5,B,0,1,1,0
No,25,Healthcare,4,5,Cat_6,D,1,0,0,1
Yes,26,Healthcare,9,3,Cat_2,D,1,1,1,0
No,27,Doctor,0,5,Cat_3,A,0,0,0,1
Yes,41,Executive,0,3,NA,A,1,0,1,0
Yes,80,Lawyer,0,1,Cat_6,C,0,1,0,1
Yes,50,Healthcare,1,3,Cat_6,D,0,1,0,1
No,28,Healthcare,NA,3,Cat_2,D,0,1,0,1
Yes,66,Artist,0,2,Cat_6,C,0,1,0,1
Yes,58,Executive,1,5,Cat_6,B,1,0,1,0
No,42,Doctor,0,3,Cat_6,B,0,1,0,1
No,37,Artist,0,3,Cat_6,B,0,1,0,1
Yes,49,Artist,0,1,Cat_6,C,1,1,0,1
No,39,Entertainment,3,2,Cat_1,A,1,1,0,1
No,21,Healthcare,NA,5,Cat_6,D,0,0,0,1
Yes,69,Lawyer,0,3,Cat_6,C,1,0,0,1
Yes,50,Artist,1,5,Cat_6,C,0,1,1,0
Yes,37,Entertainment,8,2,Cat_3,B,1,1,0,0
Yes,61,Entertainment,1,2,Cat_6,A,1,0,0,1
Yes,52,Executive,1,4,Cat_1,C,1,1,1,0
No,23,Healthcare,1,4,Cat_6,D,0,0,0,1
Yes,35,Artist,NA,3,Cat_2,C,1,1,0,0
Yes,49,Artist,0,4,NA,B,0,1,1,0
No,27,Engineer,9,7,Cat_3,C,0,1,0,1
No,43,Artist,1,2,Cat_6,A,1,1,0,1
No,35,Entertainment,1,1,Cat_6,B,0,0,0,1
Yes,52,Executive,1,1,Cat_3,A,0,0,0,1
Yes,31,Doctor,NA,2,Cat_6,D,1,0,0,0
No,43,Doctor,0,NA,Cat_4,A,0,1,0,1
Yes,48,Executive,0,4,Cat_6,C,1,1,1,0
Yes,37,NA,0,3,Cat_3,A,0,1,0,1
No,26,Artist,8,5,Cat_5,A,1,0,0,1
No,49,Artist,1,2,Cat_2,C,0,1,0,1
No,37,Entertainment,0,1,Cat_6,A,1,1,0,1
No,30,Executive,13,4,Cat_3,D,1,0,0,1
No,43,Entertainment,0,1,Cat_4,D,1,0,0,1
No,42,Artist,0,3,Cat_6,C,0,1,0,1
Yes,60,Artist,0,2,Cat_6,C,1,1,0,0
Yes,71,Executive,1,NA,Cat_1,A,1,0,1,0
No,23,Healthcare,4,7,Cat_3,D,0,0,0,1
Yes,81,Lawyer,9,1,Cat_6,B,1,1,0,1
Yes,45,Engineer,2,1,Cat_4,A,0,1,0,1
No,33,Artist,1,2,Cat_6,C,1,1,0,1
No,25,Entertainment,8,2,Cat_4,D,1,0,0,1
Yes,38,Executive,1,5,Cat_2,B,1,0,0,0
Yes,25,Executive,8,2,Cat_6,A,1,1,1,0
Yes,62,Artist,1,2,Cat_6,B,1,1,1,0
Yes,45,Artist,1,4,Cat_3,B,1,1,0,1
No,63,Artist,1,2,Cat_6,B,0,1,0,1
Yes,39,Artist,0,2,Cat_6,A,0,1,1,0
No,25,Engineer,1,1,Cat_6,B,0,0,0,1
No,67,Artist,0,1,Cat_7,B,0,1,0,1
Yes,81,Entertainment,1,1,Cat_6,D,1,1,0,1
No,31,Artist,1,4,Cat_7,C,1,1,0,1
No,22,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,73,Lawyer,NA,2,Cat_1,A,0,NA,1,0
No,33,Engineer,1,2,Cat_4,B,0,0,0,1
Yes,42,Artist,8,5,Cat_6,B,0,0,1,0
Yes,70,Lawyer,NA,1,Cat_3,A,1,1,0,1
Yes,25,Executive,4,8,Cat_4,D,1,0,1,0
Yes,66,Artist,NA,2,Cat_6,C,1,1,0,0
Yes,41,Artist,1,2,Cat_6,B,0,1,1,0
Yes,40,Artist,1,1,Cat_6,D,0,1,0,1
Yes,50,Artist,0,2,Cat_6,C,0,1,0,0
NA,36,Entertainment,8,1,Cat_6,A,0,1,0,1
No,31,Entertainment,9,4,Cat_6,C,0,0,0,1
Yes,63,Artist,0,2,Cat_6,C,0,1,0,0
Yes,57,Executive,0,4,Cat_6,A,1,0,1,0
No,40,Artist,0,1,Cat_6,A,0,1,0,1
Yes,39,Executive,NA,4,Cat_3,D,1,0,1,0
Yes,45,Artist,8,3,Cat_6,B,0,1,1,0
No,32,Healthcare,0,NA,Cat_7,D,0,0,0,1
No,25,Healthcare,1,3,Cat_6,D,1,1,0,1
No,22,Healthcare,0,4,Cat_4,D,0,0,0,1
No,38,Artist,1,3,Cat_6,A,0,1,0,1
Yes,37,Artist,9,2,Cat_6,C,1,1,0,0
Yes,78,Lawyer,1,2,Cat_2,A,1,0,1,0
Yes,37,Artist,2,2,Cat_6,B,0,1,0,0
Yes,43,Healthcare,5,2,Cat_6,D,1,1,0,0
No,23,Healthcare,1,4,Cat_6,D,1,0,0,1
No,43,Artist,0,1,Cat_3,D,1,0,0,1
Yes,43,Artist,2,2,Cat_6,C,1,1,0,0
Yes,71,Lawyer,3,2,Cat_6,D,1,0,1,0
Yes,38,Artist,8,1,Cat_6,D,0,1,0,1
NA,20,Homemaker,13,1,Cat_4,D,0,0,0,1
No,27,Healthcare,0,NA,Cat_6,D,0,1,0,1
Yes,48,Executive,9,4,Cat_6,B,1,1,1,0
No,35,Engineer,NA,2,Cat_6,D,0,1,0,1
Yes,53,Artist,1,3,Cat_6,C,1,1,0,0
Yes,41,Engineer,0,2,Cat_4,A,0,0,0,1
No,28,Marketing,0,2,Cat_6,D,0,1,0,1
No,22,Healthcare,1,6,Cat_4,D,1,0,0,1
No,27,Healthcare,NA,3,Cat_6,D,1,1,0,1
Yes,43,Artist,3,2,Cat_6,C,0,1,0,0
Yes,68,Lawyer,NA,2,Cat_6,B,1,1,1,0
Yes,28,Doctor,0,2,Cat_6,A,1,0,0,0
Yes,48,Doctor,1,6,Cat_4,B,0,1,0,0
Yes,42,Artist,14,2,Cat_6,A,1,1,0,1
No,38,Healthcare,0,4,Cat_6,A,0,1,0,1
No,42,Engineer,6,3,Cat_6,D,0,1,0,1
No,43,Entertainment,1,2,Cat_6,B,1,1,0,1
Yes,46,Artist,1,2,Cat_2,C,0,1,0,0
No,43,Engineer,1,2,Cat_6,B,0,1,0,1
No,28,Healthcare,1,6,Cat_6,D,0,1,0,1
Yes,48,Engineer,0,4,Cat_6,B,0,1,0,0
Yes,82,Lawyer,1,2,Cat_6,A,1,0,1,0
Yes,49,Artist,1,2,Cat_6,C,1,1,0,1
Yes,41,Artist,0,2,Cat_6,C,0,1,0,0
Yes,66,Entertainment,0,2,Cat_6,B,1,1,0,0
No,22,Healthcare,0,5,Cat_2,D,1,0,0,1
No,31,Healthcare,9,3,Cat_3,D,0,1,0,1
Yes,49,Artist,3,5,Cat_6,C,0,1,1,0
Yes,77,Lawyer,1,2,Cat_6,A,1,0,1,0
No,41,Entertainment,0,2,Cat_3,B,1,1,0,1
Yes,78,Entertainment,0,1,Cat_6,D,1,0,0,1
No,41,Artist,7,1,Cat_6,A,1,1,0,1
Yes,39,Artist,3,2,Cat_6,C,0,1,0,0
Yes,50,Executive,0,3,Cat_6,B,1,1,1,0
Yes,35,Artist,3,2,Cat_6,C,1,1,0,0
Yes,52,Doctor,1,3,Cat_6,B,0,1,0,0
No,35,NA,NA,NA,Cat_7,A,0,0,0,1
Yes,50,Engineer,4,4,Cat_3,A,0,1,0,0
Yes,52,Engineer,NA,1,Cat_2,D,1,0,0,1
Yes,63,Healthcare,0,4,Cat_4,B,1,0,0,0
Yes,47,Artist,0,3,Cat_6,B,0,1,0,1
Yes,41,Homemaker,NA,4,Cat_2,C,0,1,0,0
No,38,Artist,4,2,Cat_6,A,0,0,0,1
No,32,Doctor,2,2,Cat_6,D,1,0,0,1
No,31,Healthcare,0,6,Cat_6,D,1,0,0,1
Yes,36,Executive,1,3,Cat_6,B,1,0,1,0
Yes,67,Artist,0,1,Cat_6,D,1,1,0,1
No,41,Entertainment,NA,1,Cat_6,A,1,1,0,1
Yes,53,Entertainment,8,4,Cat_6,C,1,1,0,0
Yes,51,Artist,0,1,Cat_3,B,1,1,0,1
Yes,56,Executive,0,2,Cat_4,A,1,0,0,1
Yes,45,Artist,NA,NA,Cat_6,B,0,1,1,0
Yes,72,Executive,1,4,Cat_6,B,1,1,1,0
Yes,42,Artist,2,2,Cat_6,C,0,1,0,0
Yes,26,Homemaker,9,2,Cat_3,A,0,0,0,0
No,29,Entertainment,9,NA,Cat_2,A,0,0,0,1
No,37,Entertainment,1,2,Cat_3,A,1,1,0,1
No,18,Healthcare,1,4,Cat_3,D,1,0,0,1
NA,31,Doctor,1,3,Cat_6,B,0,1,0,1
No,29,Marketing,1,7,Cat_6,D,1,0,0,1
No,70,Lawyer,0,1,Cat_6,D,0,1,0,1
No,19,Healthcare,1,5,Cat_3,D,0,0,0,1
Yes,46,Artist,5,2,Cat_3,C,1,1,0,0
Yes,53,Executive,1,4,Cat_6,A,1,0,1,0
Yes,50,Artist,0,1,Cat_6,B,0,1,0,1
Yes,43,Artist,1,3,Cat_4,B,0,1,0,0
No,23,Healthcare,0,4,Cat_7,D,0,0,0,1
Yes,61,Artist,0,2,Cat_4,B,0,1,0,0
Yes,27,Doctor,9,2,Cat_6,A,1,1,0,0
Yes,63,NA,4,3,Cat_6,A,0,1,0,0
Yes,83,Lawyer,1,1,Cat_6,C,0,1,0,1
Yes,32,Healthcare,5,2,Cat_6,D,1,1,0,1
Yes,58,Artist,1,5,Cat_6,B,1,1,0,0
Yes,67,Doctor,1,3,Cat_6,C,1,1,0,0
No,19,Healthcare,8,5,Cat_3,D,0,0,0,1
Yes,88,Lawyer,0,2,Cat_6,A,1,1,1,0
Yes,35,Artist,7,2,Cat_6,A,1,1,0,1
Yes,45,Artist,0,4,Cat_6,B,1,1,0,0
Yes,35,Artist,9,4,Cat_6,B,0,1,0,0
Yes,27,Healthcare,0,2,Cat_6,D,0,0,0,1
Yes,35,Executive,4,3,Cat_6,B,1,1,1,0
No,20,Healthcare,2,3,Cat_4,D,0,0,0,1
Yes,41,Entertainment,12,3,Cat_4,A,1,0,0,0
No,33,Healthcare,1,6,Cat_3,C,0,0,0,1
Yes,58,Artist,0,1,Cat_6,C,1,1,0,1
Yes,86,Executive,0,2,Cat_6,A,1,0,1,0
Yes,61,Engineer,7,5,Cat_4,D,1,0,0,0
No,32,Artist,0,3,Cat_3,D,1,1,0,1
No,20,Healthcare,0,3,Cat_3,D,1,0,0,1
No,32,Artist,0,4,Cat_6,D,1,0,0,1
Yes,69,Artist,0,2,Cat_6,C,0,0,1,0
No,35,Entertainment,9,4,Cat_6,C,0,1,0,1
No,72,Lawyer,1,2,Cat_6,D,0,1,0,1
Yes,37,Artist,0,1,Cat_6,C,0,1,0,1
No,22,Healthcare,0,NA,Cat_4,D,1,0,0,1
No,25,Healthcare,0,NA,Cat_6,D,0,0,0,1
No,33,Healthcare,4,1,Cat_6,D,1,1,0,1
Yes,40,Executive,0,4,Cat_4,D,1,0,0,0
Yes,55,Artist,1,2,Cat_6,C,0,1,0,1
Yes,23,Executive,1,9,Cat_6,A,1,0,1,0
Yes,51,Doctor,1,1,Cat_4,D,0,0,1,0
Yes,69,Doctor,0,3,Cat_6,B,1,0,0,0
Yes,73,Lawyer,0,2,Cat_6,C,0,0,1,0
NA,72,Lawyer,4,NA,Cat_6,D,0,1,1,0
No,20,Marketing,1,3,Cat_3,B,0,0,0,1
No,53,Artist,1,1,Cat_6,B,0,1,0,1
Yes,46,Artist,0,4,Cat_1,A,0,1,0,0
Yes,53,Engineer,0,4,Cat_1,B,0,1,0,1
Yes,53,Executive,0,5,Cat_4,B,1,0,0,0
Yes,50,Executive,0,4,Cat_6,B,1,0,1,0
Yes,66,Artist,1,3,Cat_6,C,0,1,0,0
Yes,86,Lawyer,1,2,Cat_6,B,0,1,0,1
No,27,Doctor,8,1,Cat_6,A,0,1,0,1
No,42,Artist,8,1,Cat_6,C,0,1,0,1
No,33,Marketing,11,9,Cat_6,D,1,0,0,1
Yes,82,Executive,1,2,Cat_6,B,1,0,1,0
Yes,26,Entertainment,8,2,Cat_4,D,1,0,0,1
Yes,38,Engineer,0,4,Cat_4,B,1,1,0,0
No,32,Artist,6,7,Cat_4,A,0,1,0,1
No,20,Healthcare,1,5,Cat_3,D,1,0,0,1
No,27,Entertainment,0,3,Cat_2,D,1,0,0,1
No,22,Healthcare,0,4,Cat_6,D,1,0,0,1
Yes,80,Lawyer,0,3,Cat_6,B,1,1,1,0
Yes,32,Artist,NA,3,Cat_3,A,0,1,1,0
Yes,77,Lawyer,0,1,Cat_6,D,1,1,0,1
No,22,Healthcare,1,2,Cat_4,D,1,0,0,1
Yes,32,Healthcare,0,2,Cat_6,A,0,1,0,1
Yes,47,Executive,9,NA,Cat_6,B,1,1,0,1
Yes,49,Entertainment,1,2,Cat_6,A,1,1,0,0
Yes,55,Executive,0,9,Cat_6,A,1,1,1,0
No,28,Entertainment,1,2,Cat_3,D,1,1,0,1
Yes,59,Artist,NA,NA,Cat_6,B,1,1,0,1
Yes,42,Doctor,1,1,Cat_6,A,0,0,0,1
No,37,Artist,8,NA,Cat_6,B,0,1,0,1
No,20,Healthcare,1,3,Cat_7,D,0,0,0,1
Yes,43,Marketing,0,6,Cat_4,D,1,1,1,0
Yes,73,Doctor,0,1,Cat_4,B,0,1,0,1
No,46,Engineer,1,3,Cat_3,D,0,0,0,1
Yes,28,Doctor,0,2,Cat_6,D,1,0,0,0
Yes,35,Entertainment,9,2,Cat_2,A,0,1,0,0
Yes,48,Artist,3,3,Cat_4,B,0,1,1,0
No,32,Artist,0,3,Cat_4,D,0,1,0,1
Yes,66,Executive,0,2,Cat_6,C,1,1,0,0
Yes,47,Artist,8,2,Cat_6,C,0,1,1,0
Yes,28,Healthcare,1,2,Cat_6,C,1,1,0,1
Yes,35,Artist,3,2,Cat_6,C,0,1,0,0
Yes,75,Lawyer,1,2,Cat_6,B,0,1,1,0
Yes,48,Executive,1,3,Cat_6,B,1,1,1,0
No,41,Entertainment,1,4,Cat_6,A,1,1,0,1
No,25,Doctor,1,3,Cat_6,D,0,0,0,1
Yes,52,Doctor,0,3,Cat_4,B,0,0,0,0
Yes,58,Doctor,0,2,Cat_6,C,1,1,0,0
No,26,Healthcare,NA,1,Cat_6,D,0,0,0,1
No,49,Artist,0,3,Cat_2,B,0,1,0,1
No,28,Marketing,9,5,Cat_7,D,1,1,0,1
No,53,Artist,0,1,Cat_6,B,1,1,0,1
No,27,Doctor,0,4,Cat_6,D,0,1,0,1
No,33,Entertainment,0,4,Cat_4,A,0,1,0,1
Yes,89,Lawyer,0,2,Cat_6,C,0,1,1,0
No,40,Artist,1,1,Cat_5,B,0,1,0,1
Yes,47,Executive,NA,4,Cat_4,B,1,0,1,0
No,27,Healthcare,10,5,Cat_6,D,1,0,0,1
Yes,37,Executive,1,6,Cat_6,D,1,1,0,1
Yes,56,Lawyer,0,3,Cat_3,A,1,0,1,0
Yes,48,Executive,2,5,Cat_6,C,1,1,1,0
No,32,Engineer,0,1,Cat_6,A,0,1,0,1
Yes,39,Doctor,1,3,Cat_6,A,1,1,0,0
Yes,39,Artist,NA,4,Cat_3,B,1,1,0,0
No,39,Artist,9,1,Cat_6,C,0,1,0,1
Yes,60,Artist,1,4,Cat_3,B,1,0,1,0
No,33,Engineer,9,2,Cat_6,A,0,1,0,1
Yes,50,Artist,0,4,Cat_4,C,0,0,0,0
Yes,58,Entertainment,NA,2,Cat_6,A,1,1,0,1
No,20,Entertainment,1,4,Cat_6,C,0,0,0,1
No,29,Healthcare,NA,4,Cat_6,C,1,1,0,1
No,37,Engineer,0,1,Cat_6,D,0,0,0,1
Yes,25,Doctor,1,2,Cat_6,C,1,1,0,1
Yes,37,Entertainment,11,6,Cat_6,D,1,1,0,1
Yes,68,Engineer,0,1,Cat_6,D,1,1,0,1
No,20,Healthcare,2,3,Cat_6,D,1,0,0,1
NA,22,Healthcare,9,3,Cat_4,D,1,0,0,1
Yes,30,Doctor,1,6,Cat_6,B,0,0,0,0
Yes,83,Artist,0,2,Cat_6,C,0,1,1,0
No,52,Artist,0,1,Cat_6,D,0,1,0,1
No,19,Healthcare,7,1,Cat_4,D,0,0,0,1
Yes,36,Engineer,11,2,Cat_4,C,0,1,0,1
No,31,Healthcare,1,4,Cat_4,C,1,0,0,1
Yes,51,Artist,0,2,Cat_2,C,1,1,0,0
Yes,53,Artist,8,2,Cat_6,A,0,1,0,0
No,31,Healthcare,1,1,Cat_6,D,0,1,0,1
Yes,57,Entertainment,0,4,Cat_3,A,1,0,0,1
Yes,36,Artist,0,5,Cat_6,C,1,1,0,0
No,35,Doctor,NA,3,Cat_4,A,1,0,0,1
No,41,Marketing,1,2,Cat_6,A,0,1,0,1
Yes,69,Artist,0,1,Cat_3,A,1,1,0,1
Yes,37,Entertainment,11,2,Cat_6,B,1,0,0,0
NA,41,Healthcare,0,1,Cat_4,A,0,1,0,1
No,49,Doctor,0,1,Cat_6,A,0,1,0,1
Yes,59,Marketing,0,3,Cat_6,B,1,1,0,0
Yes,37,Doctor,2,2,Cat_4,A,0,1,1,0
Yes,68,Lawyer,3,4,Cat_6,C,0,1,1,0
No,29,Entertainment,NA,3,Cat_6,D,1,0,0,1
No,42,Artist,1,2,Cat_6,A,0,1,0,1
NA,52,Doctor,0,3,Cat_6,D,1,0,1,0
Yes,46,Artist,1,4,Cat_6,B,0,1,0,0
No,49,Entertainment,1,3,Cat_3,D,1,0,0,1
No,33,Engineer,1,5,Cat_6,D,0,1,0,1
Yes,33,Artist,1,3,Cat_4,A,1,0,0,1
No,25,Engineer,NA,3,Cat_6,D,0,0,0,1
No,32,Marketing,0,3,Cat_4,D,1,0,0,1
Yes,87,Lawyer,0,2,Cat_6,A,0,1,1,0
Yes,52,Entertainment,0,4,Cat_6,B,1,1,0,0
No,27,Engineer,14,8,Cat_4,D,0,0,0,1
Yes,63,Entertainment,6,2,Cat_6,D,1,1,0,1
Yes,89,Lawyer,1,2,Cat_2,C,0,1,1,0
Yes,86,Artist,NA,4,NA,D,0,1,0,1
Yes,31,Executive,1,2,Cat_4,D,1,0,0,0
No,41,Artist,0,1,Cat_6,C,0,1,0,1
Yes,35,Artist,NA,2,Cat_6,B,0,0,0,0
Yes,50,Artist,1,7,Cat_2,B,0,1,1,0
Yes,70,Engineer,0,2,Cat_4,B,0,0,0,0
Yes,55,Engineer,1,3,Cat_3,B,0,1,0,0
Yes,36,Homemaker,8,5,Cat_6,B,0,1,0,0
Yes,66,Lawyer,4,1,Cat_6,B,0,1,0,1
NA,47,Marketing,NA,2,Cat_3,D,1,1,1,0
Yes,49,Engineer,5,5,Cat_4,D,0,0,0,0
Yes,65,Artist,1,4,Cat_6,B,1,1,0,0
No,23,Healthcare,1,4,Cat_3,D,0,0,0,1
Yes,45,Artist,3,4,Cat_6,C,1,0,1,0
No,33,Entertainment,1,5,Cat_3,D,1,0,0,1
Yes,48,Executive,1,3,Cat_6,A,1,1,1,0
No,28,Healthcare,5,4,Cat_6,D,1,1,0,1
No,27,Artist,0,8,Cat_4,C,0,1,0,1
Yes,45,Engineer,1,3,Cat_3,D,0,1,0,1
Yes,49,Entertainment,2,3,Cat_6,A,0,1,0,0
Yes,46,Marketing,NA,1,Cat_4,D,0,NA,0,1
Yes,56,Artist,1,2,Cat_6,C,0,1,0,0
No,21,Healthcare,NA,1,Cat_2,D,1,0,0,1
Yes,29,Artist,0,2,Cat_3,A,0,0,0,0
No,33,Entertainment,NA,3,Cat_6,C,1,0,0,1
Yes,57,Artist,0,4,Cat_6,C,0,1,0,0
Yes,65,Entertainment,1,1,Cat_6,A,1,0,0,1
Yes,61,Engineer,1,5,Cat_6,B,0,1,0,0
No,32,Healthcare,0,4,Cat_3,C,0,0,0,1
Yes,35,Artist,1,1,Cat_3,A,1,1,0,1
Yes,82,Lawyer,1,2,Cat_6,A,0,1,1,0
Yes,37,Engineer,1,4,Cat_4,A,0,0,0,1
No,26,Engineer,0,5,NA,A,0,0,0,1
No,32,Healthcare,2,3,Cat_6,C,1,1,0,1
Yes,81,Lawyer,1,2,Cat_6,C,0,1,1,0
No,49,Artist,0,1,Cat_6,B,1,1,0,1
Yes,46,Marketing,1,3,Cat_6,D,1,1,0,1
No,20,Doctor,NA,4,Cat_6,D,0,0,0,1
NA,66,Artist,0,NA,Cat_3,B,1,1,0,1
No,27,Entertainment,9,3,Cat_6,B,1,1,0,1
Yes,66,Lawyer,6,4,Cat_5,B,0,1,0,0
Yes,31,Artist,0,3,Cat_1,D,1,1,0,0
Yes,53,Doctor,4,2,Cat_6,C,1,1,0,0
No,29,Doctor,0,5,Cat_3,D,0,1,0,1
Yes,70,Executive,NA,2,Cat_6,A,1,0,1,0
Yes,60,Entertainment,1,5,Cat_3,B,1,1,0,0
No,43,Doctor,4,6,Cat_7,B,0,0,0,1
Yes,73,Entertainment,5,1,Cat_4,A,1,1,0,1
No,47,Engineer,NA,NA,Cat_6,A,0,0,0,1
Yes,47,Entertainment,0,3,Cat_6,C,1,0,0,0
No,20,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,38,Artist,0,2,Cat_7,B,1,1,0,1
Yes,56,Lawyer,5,9,Cat_6,C,0,1,1,0
Yes,51,Artist,0,5,Cat_6,C,1,1,0,0
Yes,27,Artist,4,2,Cat_6,A,1,1,0,0
No,30,Artist,2,2,Cat_6,A,1,1,0,1
Yes,49,Artist,1,4,Cat_2,A,1,1,0,0
No,30,Healthcare,0,6,Cat_3,D,0,1,0,1
Yes,26,Doctor,9,2,Cat_6,A,1,0,0,0
Yes,58,Marketing,NA,6,Cat_4,D,0,0,0,0
Yes,42,Artist,3,4,Cat_6,B,1,1,0,0
No,23,Healthcare,0,NA,Cat_6,D,1,0,0,1
Yes,49,Executive,1,5,Cat_5,C,1,1,1,0
Yes,59,Executive,3,4,Cat_6,B,1,1,1,0
No,31,Healthcare,8,NA,Cat_7,D,1,1,0,1
Yes,49,Artist,0,5,Cat_2,C,0,1,0,0
No,31,Engineer,NA,4,Cat_2,A,1,1,0,1
Yes,32,Artist,9,2,Cat_6,C,1,1,0,0
Yes,41,Entertainment,5,1,Cat_6,A,1,1,0,1
Yes,71,Executive,1,4,Cat_6,B,1,1,1,0
Yes,62,Entertainment,0,3,Cat_6,C,1,1,0,0
No,26,Artist,NA,4,Cat_4,A,1,1,0,1
No,41,Doctor,0,1,Cat_6,A,0,0,0,1
No,41,Doctor,2,2,Cat_6,C,1,1,0,1
No,38,Artist,NA,1,Cat_6,A,1,1,0,1
Yes,53,Artist,3,3,Cat_6,C,1,1,0,0
Yes,46,Doctor,2,4,Cat_3,A,1,1,0,1
Yes,50,Executive,1,3,Cat_6,C,1,1,1,0
Yes,40,Artist,1,1,Cat_6,C,0,0,0,1
No,49,Artist,9,1,Cat_1,B,0,0,0,1
No,30,Healthcare,9,3,Cat_6,D,0,1,0,1
Yes,36,Artist,0,4,Cat_6,B,1,1,0,0
Yes,66,Lawyer,0,3,Cat_6,C,0,1,1,0
Yes,31,Marketing,NA,4,Cat_3,D,1,0,0,1
Yes,37,NA,0,NA,Cat_6,C,0,1,0,1
No,26,Healthcare,1,NA,Cat_5,D,0,0,0,1
No,27,Healthcare,0,4,Cat_4,C,0,0,0,1
Yes,70,Lawyer,NA,1,Cat_6,D,1,0,0,1
Yes,43,Entertainment,NA,3,Cat_4,D,1,0,0,0
No,42,Entertainment,1,3,Cat_6,A,1,0,0,1
No,28,Doctor,1,1,Cat_4,A,1,0,0,1
No,38,Artist,NA,1,Cat_6,A,1,1,0,1
Yes,48,Entertainment,6,2,Cat_7,B,1,1,0,1
Yes,36,Entertainment,9,2,Cat_6,B,1,0,0,0
Yes,41,NA,0,2,Cat_7,D,1,1,0,1
Yes,40,Artist,1,2,Cat_6,B,1,1,0,1
Yes,57,Artist,0,2,Cat_6,C,0,1,1,0
Yes,50,Artist,NA,4,Cat_6,C,0,1,1,0
No,42,Entertainment,5,7,Cat_6,A,0,1,0,1
No,20,Marketing,NA,5,Cat_6,C,1,0,0,1
No,21,Healthcare,1,7,Cat_2,D,0,0,0,1
Yes,38,Artist,NA,2,Cat_6,A,1,0,0,0
No,27,Healthcare,0,4,Cat_6,D,0,1,0,1
No,26,Marketing,9,NA,Cat_3,D,0,1,0,1
Yes,46,Artist,4,5,Cat_6,C,0,1,1,0
No,27,Engineer,0,6,Cat_6,D,0,0,0,1
No,25,Marketing,8,5,Cat_6,D,0,0,0,1
Yes,87,Lawyer,0,2,Cat_6,A,1,1,1,0
No,27,Healthcare,1,3,Cat_6,D,1,1,0,1
Yes,48,Marketing,6,1,Cat_6,C,0,1,0,1
Yes,51,Doctor,1,4,Cat_6,A,1,1,0,0
Yes,81,Lawyer,NA,2,Cat_6,B,1,1,1,0
Yes,48,Artist,7,2,Cat_6,C,1,1,0,0
Yes,52,Artist,0,2,Cat_6,A,1,0,1,0
Yes,68,Lawyer,0,2,Cat_6,B,0,1,1,0
Yes,35,Artist,3,3,Cat_6,B,1,1,0,0
Yes,39,Homemaker,9,1,Cat_6,D,0,1,0,1
Yes,53,Artist,2,2,Cat_2,C,0,1,1,0
Yes,41,Artist,1,2,Cat_6,C,1,1,0,0
Yes,41,Artist,11,2,Cat_6,A,1,1,1,0
No,25,Engineer,1,1,Cat_6,A,0,0,0,1
Yes,23,Healthcare,7,2,Cat_6,B,0,0,1,0
Yes,47,Artist,1,5,NA,C,0,1,1,0
Yes,35,Artist,0,2,Cat_7,C,0,1,1,0
Yes,51,Executive,1,3,Cat_6,C,1,1,0,1
No,38,Engineer,1,1,Cat_6,A,0,1,0,1
Yes,62,Artist,10,1,Cat_6,B,1,1,0,1
No,43,Entertainment,8,NA,Cat_3,A,0,1,0,1
Yes,60,Executive,1,6,Cat_2,B,1,1,1,0
Yes,47,Executive,1,4,Cat_6,C,1,1,1,0
No,22,Marketing,0,4,Cat_6,D,1,0,0,1
No,31,Marketing,0,3,Cat_6,D,0,0,0,1
Yes,38,Engineer,3,2,Cat_6,A,0,1,0,1
Yes,42,Entertainment,6,5,Cat_6,A,0,0,0,0
Yes,50,Artist,1,3,Cat_6,C,0,1,0,0
Yes,38,Artist,5,3,Cat_3,B,1,0,0,0
Yes,55,Doctor,0,3,Cat_6,B,0,1,0,0
Yes,71,Artist,1,2,Cat_6,C,0,1,0,0
Yes,38,Artist,10,4,Cat_7,A,1,0,0,0
Yes,77,Artist,1,1,Cat_6,A,1,1,0,1
No,33,Engineer,1,3,Cat_4,D,1,0,0,1
Yes,72,Executive,0,2,Cat_6,B,1,0,1,0
Yes,43,Engineer,9,4,Cat_4,A,0,0,0,0
No,35,Artist,0,3,Cat_6,B,0,1,0,1
No,33,Doctor,1,3,Cat_6,A,0,1,0,1
Yes,27,Entertainment,0,2,Cat_6,A,1,1,0,0
